fp_ampl1,fp_ampl2,fp_ampl3,std_noise,CIRpower,RXPACC,fpindex,RX_power,FP_power,Pd,Pr,estimated_range,distance_GT,error,label,NLOS
15557,16976,10134,44,47616,1020,746.68,-79.133,-81.007,1.874,1.02368165,13622,13354.38572,267.6142784,0,LOS
15555,16770,13133,48,25600,1021,745.608,-79.326,-81.284,1.958,1.024682954,13576,13354.38572,221.6142784,0,LOS
18013,19489,14483,52,10240,1020,744.552,-79.404,-81.473,2.069,1.026056622,13547,13354.38572,192.6142784,0,LOS
15531,16957,13711,44,24832,1021,749.864,-79.172,-81.48,2.308,1.02915172,13573,13354.38572,218.6142784,0,LOS
15056,20056,18616,48,6144,1020,748.776,-79.56,-81.466,1.906,1.023956762,13573,13354.38572,218.6142784,0,LOS
17731,20454,16759,64,57344,1021,747.736,-79.026,-81.027,2.001,1.025320781,13556,13354.38572,201.6142784,0,LOS
16549,16680,13748,48,41216,1020,746.672,-79.317,-81.592,2.275,1.028682376,13548,13354.38572,193.6142784,0,LOS
16454,17426,13361,52,26112,1021,745.608,-79.545,-81.595,2.05,1.025771576,13550,13354.38572,195.6142784,0,LOS
17397,19078,12285,52,13056,1020,744.544,-79.334,-81.411,2.077,1.026180452,13622,13354.38572,267.6142784,0,LOS
12290,17248,17372,52,4608,1021,744.512,-79.826,-81.58,1.754,1.021972791,13579,13354.38572,224.6142784,0,LOS
18004,19117,15202,44,58368,1052,743.48,-79.344,-81.773,2.429,1.030613531,13527,13354.38572,172.6142784,0,LOS
15602,18761,16679,48,23296,1021,749.84,-79.528,-81.886,2.358,1.029649935,13569,13354.38572,214.6142784,0,LOS
17816,18842,12628,64,61184,1021,747.744,-79.755,-81.642,1.887,1.023659959,13567,13354.38572,212.6142784,0,LOS
18001,19817,11213,52,48896,1052,746.68,-79.261,-82.973,3.712,1.046832616,13600,13354.38572,245.6142784,0,LOS
4681,16284,17767,40,33792,1021,746.64,-79.215,-82.596,3.381,1.04268131,13595,13354.38572,240.6142784,0,LOS
15175,18176,17457,60,22528,1051,745.584,-78.021,-80.069,2.048,1.026249343,13571,13354.38572,216.6142784,0,LOS
15380,20257,18965,56,6144,1020,744.52,-79.674,-81.461,1.787,1.022428898,13586,13354.38572,231.6142784,0,LOS
17393,18722,15238,56,57856,1052,743.48,-79.684,-81.943,2.259,1.02834948,13553,13354.38572,198.6142784,0,LOS
17285,19575,15627,52,25344,1051,741.352,-79.233,-81.53,2.297,1.028990446,13552,13354.38572,197.6142784,0,LOS
17379,18577,14792,48,9216,1021,748.8,-79.324,-81.848,2.524,1.031818869,13552,13354.38572,197.6142784,0,LOS
18171,19381,14763,56,59136,1019,747.736,-79.543,-81.697,2.154,1.027079693,13538,13354.38572,183.6142784,0,LOS
17818,19861,14302,60,43520,1021,746.68,-79.291,-81.223,1.932,1.024365943,13588,13354.38572,233.6142784,0,LOS
18403,19835,11764,52,31232,1051,745.616,-79.217,-82.971,3.754,1.047388818,13644,13354.38572,289.6142784,0,LOS
3203,18238,19597,44,17152,1021,745.576,-79.166,-82.303,3.137,1.039625597,13645,13354.38572,290.6142784,0,LOS
7081,18376,19203,40,2048,1051,744.52,-80.968,-82.564,1.596,1.019711491,13596,13354.38572,241.6142784,0,LOS
17689,19686,14979,44,42496,1051,742.416,-79.242,-81.32,2.078,1.026223467,13562,13354.38572,207.6142784,0,LOS
17875,19287,14765,52,26368,1021,749.864,-79.455,-81.72,2.265,1.028506702,13536,13354.38572,181.6142784,0,LOS
17333,19202,11748,52,14080,1020,748.8,-79.161,-81.202,2.041,1.025782898,13612,13354.38572,257.6142784,0,LOS
3136,15439,17353,48,0,1022,748.768,-79.111,-82.325,3.214,1.040626462,13616,13354.38572,261.6142784,0,LOS
3490,15827,17634,36,49664,1020,747.704,-79.022,-82.348,3.326,1.042089545,13600,13354.38572,245.6142784,0,LOS
13626,16997,15551,52,38912,1022,746.648,-79.462,-81.512,2.05,1.025798495,13577,13354.38572,222.6142784,0,LOS
13582,19314,18357,44,21760,1020,745.576,-79.504,-81.557,2.053,1.0258226,13575,13354.38572,220.6142784,0,LOS
17400,20104,16641,56,8192,1022,744.544,-79.196,-81.168,1.972,1.024900247,13559,13354.38572,204.6142784,0,LOS
16488,19958,16119,60,24576,1020,749.864,-79.317,-81.287,1.97,1.024837046,13542,13354.38572,187.6142784,0,LOS
14860,16842,14460,48,7168,1051,748.776,-79.349,-81.494,2.145,1.027032477,13549,13354.38572,194.6142784,0,LOS
4887,15827,17302,48,50176,1020,747.704,-79.151,-82.514,3.363,1.042488408,13612,13354.38572,257.6142784,0,LOS
16607,18190,10700,56,31488,1021,745.616,-79.497,-81.277,1.78,1.022390782,13615,13354.38572,260.6142784,0,LOS
18679,19325,15222,52,9472,1020,744.544,-79.774,-81.958,2.184,1.027377341,13555,13354.38572,200.6142784,0,LOS
16271,17722,13228,56,26624,1020,749.872,-79.52,-81.6,2.08,1.026156942,13623,13354.38572,268.6142784,0,LOS
14095,17901,15714,44,6912,1021,748.776,-79.41,-81.67,2.26,1.028459892,13574,13354.38572,219.6142784,0,LOS
17574,18806,14037,48,43008,1020,746.68,-79.542,-81.816,2.274,1.02858867,13573,13354.38572,218.6142784,0,LOS
8174,18220,18498,36,19968,1021,745.584,-79.395,-81.077,1.682,1.021185213,13599,13354.38572,244.6142784,0,LOS
18172,19505,15101,56,9728,1052,748.8,-79.492,-81.647,2.155,1.027109646,13589,13354.38572,234.6142784,0,LOS
6738,18721,19673,44,50944,1021,747.704,-80.915,-82.397,1.482,1.018315516,13614,13354.38572,259.6142784,0,LOS
18288,19535,12034,56,30208,1020,745.608,-79.364,-81.183,1.819,1.022919712,13564,13354.38572,209.6142784,0,LOS
18575,19892,15800,64,8960,1021,744.544,-79.095,-81.087,1.992,1.025184904,13555,13354.38572,200.6142784,0,LOS
17335,18663,11949,52,13056,1052,748.8,-79.591,-81.489,1.898,1.023846917,13619,13354.38572,264.6142784,0,LOS
17448,17595,14294,68,58112,1021,747.736,-79.703,-81.99,2.287,1.028694027,13548,13354.38572,193.6142784,0,LOS
16651,19416,15992,52,40960,1052,746.672,-79.627,-81.602,1.975,1.024803145,13565,13354.38572,210.6142784,0,LOS
4421,19181,20403,48,16640,1021,745.576,-79.214,-82.262,3.048,1.038478047,13617,13354.38572,262.6142784,0,LOS
18641,20061,13790,68,60928,1021,743.488,-79.495,-81.362,1.867,1.023485754,13599,13354.38572,244.6142784,0,LOS
18923,20197,15297,56,42752,1051,742.416,-79.58,-81.517,1.937,1.024340287,13599,13354.38572,244.6142784,0,LOS
18279,19009,14578,52,26112,1021,749.864,-79.588,-81.562,1.974,1.024802734,13542,13354.38572,187.6142784,0,LOS
14026,18576,17629,52,6144,1051,748.776,-78.077,-81.972,3.895,1.04988665,13593,13354.38572,238.6142784,0,LOS
7305,19335,20218,56,50944,1021,747.704,-80.964,-82.244,1.28,1.015809496,13612,13354.38572,257.6142784,0,LOS
17537,18782,11435,56,30464,1019,745.608,-79.621,-81.487,1.866,1.023436028,13576,13354.38572,221.6142784,0,LOS
16317,17022,13695,44,8960,1020,744.544,-79.5,-81.573,2.073,1.026075472,13582,13354.38572,227.6142784,0,LOS
16957,18971,15006,52,25344,1051,749.864,-79.178,-81.632,2.454,1.030993458,13564,13354.38572,209.6142784,0,LOS
17512,18724,14580,48,9728,1020,748.8,-79.585,-81.836,2.251,1.028284224,13545,13354.38572,190.6142784,0,LOS
18261,19450,15047,52,58880,1019,747.736,-79.44,-81.675,2.235,1.028134441,13568,13354.38572,213.6142784,0,LOS
16294,17685,11854,48,45056,1020,746.672,-79.279,-81.393,2.114,1.026665321,13614,13354.38572,259.6142784,0,LOS
16513,18527,10906,56,31744,1022,745.616,-79.019,-81.167,2.148,1.027183336,13639,13354.38572,284.6142784,0,LOS
11031,19740,18121,56,21248,1020,745.576,-79.276,-82.815,3.539,1.044641506,13600,13354.38572,245.6142784,0,LOS
16233,17163,14159,44,8448,1019,744.544,-79.298,-81.627,2.329,1.029370224,13550,13354.38572,195.6142784,0,LOS
15884,16763,11622,56,60672,1020,743.488,-79.318,-81.244,1.926,1.024282004,13590,13354.38572,235.6142784,0,LOS
17123,19380,11640,52,31232,1020,749.872,-79.056,-81.036,1.98,1.025045537,13614,13354.38572,259.6142784,0,LOS
16559,19176,15513,48,24832,1021,749.864,-79.184,-81.62,2.436,1.030763791,13580,13354.38572,225.6142784,0,LOS
3008,17519,18955,52,16640,1023,749.832,-79.446,-82.673,3.227,1.040618785,13627,13354.38572,272.6142784,0,LOS
15682,20250,18011,52,6400,1020,748.776,-79.316,-81.29,1.974,1.024887791,13566,13354.38572,211.6142784,0,LOS
16394,17453,13424,52,58880,1022,747.736,-79.554,-81.599,2.045,1.02570581,13566,13354.38572,211.6142784,0,LOS
3412,16360,17938,48,49408,1020,747.704,-79.151,-82.551,3.4,1.042955869,13626,13354.38572,271.6142784,0,LOS
16878,18097,14990,56,41216,1022,746.672,-79.427,-81.892,2.465,1.031034787,13571,13354.38572,216.6142784,0,LOS
17161,17337,14070,48,25344,1020,745.608,-79.655,-81.886,2.231,1.028008286,13536,13354.38572,181.6142784,0,LOS
17268,19079,12460,56,12800,1022,744.544,-79.347,-81.441,2.094,1.026390412,13618,13354.38572,263.6142784,0,LOS
17663,19477,12886,48,61440,1020,743.48,-79.429,-81.434,2.005,1.02524267,13615,13354.38572,260.6142784,0,LOS
15351,16751,14184,56,23552,1022,749.84,-79.232,-81.418,2.186,1.027589863,13547,13354.38572,192.6142784,0,LOS
17442,19230,15949,48,8448,1020,748.8,-79.466,-81.84,2.374,1.029874412,13568,13354.38572,213.6142784,0,LOS
18041,18254,14884,52,58112,1021,747.736,-79.825,-80.175,0.35,1.004384591,13563,13354.38572,208.6142784,0,LOS
18012,18360,13810,48,43008,1020,746.68,-79.822,-81.906,2.084,1.026108091,13561,13354.38572,206.6142784,0,LOS
16340,18489,11107,52,31232,1021,745.616,-79.127,-81.214,2.087,1.026375321,13617,13354.38572,262.6142784,0,LOS
13619,16497,14981,44,22528,1020,745.584,-79.267,-81.199,1.932,1.024373321,13540,13354.38572,185.6142784,0,LOS
18315,20000,14337,68,11008,1021,744.552,-79.42,-81.309,1.889,1.023784941,13596,13354.38572,241.6142784,0,LOS
8344,17412,17628,44,3328,1020,744.52,-79.366,-81.11,1.744,1.021974145,13624,13354.38572,269.6142784,0,LOS
16223,17503,12799,52,59648,1021,743.488,-79.46,-81.481,2.021,1.025434181,13597,13354.38572,242.6142784,0,LOS
16958,18578,12626,52,28160,1022,749.872,-79.358,-81.588,2.23,1.028100507,13587,13354.38572,232.6142784,0,LOS
14942,17438,16182,48,22784,1020,749.84,-79.654,-81.799,2.145,1.026928968,13561,13354.38572,206.6142784,0,LOS
16607,18584,10976,52,15104,1022,748.808,-79.105,-81.238,2.133,1.026964162,13617,13354.38572,262.6142784,0,LOS
15715,18186,16289,44,7168,1020,748.776,-79.792,-81.955,2.163,1.027107981,13564,13354.38572,209.6142784,0,LOS
3144,17240,19001,40,768,1022,748.768,-79.233,-82.472,3.239,1.040879432,13622,13354.38572,267.6142784,0,LOS
15775,16507,13761,40,57344,1020,747.736,-79.141,-81.41,2.269,1.028670348,13534,13354.38572,179.6142784,0,LOS
17104,19222,11426,40,47872,1022,746.68,-79.069,-81.062,1.993,1.025205833,13619,13354.38572,264.6142784,0,LOS
16289,17409,15145,52,40448,1020,746.648,-79.531,-81.813,2.282,1.028693214,13528,13354.38572,173.6142784,0,LOS
17417,19351,12327,52,29440,1021,745.608,-79.171,-81.171,2,1.025261775,13607,13354.38572,252.6142784,0,LOS
13891,17698,15056,48,23552,1020,745.584,-79.144,-81.445,2.301,1.029073587,13560,13354.38572,205.6142784,0,LOS
16265,17033,12681,44,10240,1021,744.552,-79.46,-81.506,2.046,1.025748804,13589,13354.38572,234.6142784,0,LOS
4095,18764,20064,56,512,1020,744.512,-80.936,-82.029,1.093,1.013504497,13623,13354.38572,268.6142784,0,LOS
17373,18492,15048,56,25344,1049,749.864,-79.655,-81.933,2.278,1.02859833,13560,13354.38572,205.6142784,0,LOS
16433,16644,13956,52,8448,1050,748.8,-79.413,-81.531,2.118,1.026670696,13534,13354.38572,179.6142784,0,LOS
17432,18886,11007,56,64256,1020,747.744,-79.503,-81.372,1.869,1.023508547,13632,13354.38572,277.6142784,0,LOS
15184,19910,18246,56,55296,1021,747.712,-79.496,-81.482,1.986,1.024982389,13558,13354.38572,203.6142784,0,LOS
18745,19788,15292,68,42496,1020,746.672,-79.402,-81.557,2.155,1.027140374,13567,13354.38572,212.6142784,0,LOS
3130,16393,18288,48,33536,1021,746.64,-79.257,-82.539,3.282,1.041409592,13631,13354.38572,276.6142784,0,LOS
16875,20249,17079,56,23808,1020,745.584,-79.185,-81.262,2.077,1.026229715,13560,13354.38572,205.6142784,0,LOS
17801,19645,14178,52,10752,1021,744.552,-79.471,-81.513,2.042,1.025694908,13592,13354.38572,237.6142784,0,LOS
3595,16468,18270,36,768,1052,744.512,-79.232,-82.606,3.374,1.042583805,13592,13354.38572,237.6142784,0,LOS
15965,17308,10764,56,30208,1021,749.864,-79.229,-81.123,1.894,1.023905388,13611,13354.38572,256.6142784,0,LOS
14623,17741,14924,44,23552,1052,749.84,-79.266,-81.553,2.287,1.028852219,13577,13354.38572,222.6142784,0,LOS
17112,17499,14946,56,8192,1021,748.8,-79.653,-80.011,0.358,1.004494495,13536,13354.38572,181.6142784,0,LOS
16231,16993,13837,56,58112,1052,747.736,-79.613,-81.574,1.961,1.024631656,13572,13354.38572,217.6142784,0,LOS
16103,17955,11752,52,45568,1021,746.672,-79.46,-81.334,1.874,1.023584193,13618,13354.38572,263.6142784,0,LOS
4065,18230,19795,48,34304,1052,746.64,-79.222,-82.413,3.191,1.040279215,13623,13354.38572,268.6142784,0,LOS
3095,16765,18612,48,17152,1021,745.576,-79.35,-82.546,3.196,1.040277253,13636,13354.38572,281.6142784,0,LOS
14152,18974,17362,52,6400,1052,744.52,-79.935,-81.795,1.86,1.023268906,13597,13354.38572,242.6142784,0,LOS
17964,20141,14821,64,26880,1021,749.872,-79.356,-81.229,1.873,1.0236025,13592,13354.38572,237.6142784,0,LOS
17066,18553,10473,48,15872,1019,748.808,-79.511,-81.323,1.812,1.0227893,13619,13354.38572,264.6142784,0,LOS
4822,17806,19441,44,768,1021,748.768,-79.057,-82.396,3.339,1.042235349,13636,13354.38572,281.6142784,0,LOS
14880,18768,16925,44,55808,1051,747.712,-79.505,-81.787,2.282,1.028702597,13564,13354.38572,209.6142784,0,LOS
18436,19411,14103,52,43520,1022,746.68,-79.508,-81.569,2.061,1.02592192,13557,13354.38572,202.6142784,0,LOS
18029,18441,13774,64,26624,1020,745.616,-79.735,-81.919,2.184,1.027390732,13528,13354.38572,173.6142784,0,LOS
18233,19256,13976,56,10752,1051,744.552,-79.33,-81.166,1.836,1.02314383,13606,13354.38572,251.6142784,0,LOS
18163,19540,14599,60,26624,1021,749.872,-79.426,-81.553,2.127,1.026779644,13567,13354.38572,212.6142784,0,LOS
17656,19267,14640,48,9984,1052,748.8,-79.522,-81.631,2.109,1.026520963,13556,13354.38572,201.6142784,0,LOS
12911,18622,17912,52,54528,1021,747.704,-79.619,-81.718,2.099,1.026363054,13584,13354.38572,229.6142784,0,LOS
17469,19606,11859,52,30976,1020,745.616,-79.039,-82.909,3.87,1.04896317,13624,13354.38572,269.6142784,0,LOS
16248,18261,14703,48,8704,1021,744.544,-79.194,-81.704,2.51,1.03169432,13559,13354.38572,204.6142784,0,LOS
3515,16631,18283,52,16384,1021,749.832,-79.166,-82.611,3.445,1.043516156,13618,13354.38572,263.6142784,0,LOS
14327,18834,17736,48,55296,1020,747.712,-79.985,-81.891,1.906,1.023829468,13585,13354.38572,230.6142784,0,LOS
8065,16897,17709,44,19200,1021,745.584,-79.489,-81.083,1.594,1.020053089,13605,13354.38572,250.6142784,0,LOS
17964,20151,12183,52,14592,1021,748.808,-79.134,-82.835,3.701,1.046768772,13602,13354.38572,247.6142784,0,LOS
16285,18020,11223,56,46592,1020,746.672,-79.382,-81.278,1.896,1.023884508,13633,13354.38572,278.6142784,0,LOS
15706,16503,14060,48,7936,1021,744.52,-79.148,-81.381,2.233,1.028212968,13564,13354.38572,209.6142784,0,LOS
17616,18975,10804,48,64768,1021,747.744,-79.498,-81.339,1.841,1.023157815,13632,13354.38572,277.6142784,0,LOS
16933,17643,13777,44,25856,1051,745.608,-79.681,-81.891,2.21,1.027735596,13570,13354.38572,215.6142784,0,LOS
13919,16540,14482,40,22784,1051,749.84,-79.075,-81.167,2.092,1.026455896,13535,13354.38572,180.6142784,0,LOS
3729,16711,18200,44,49664,1021,747.704,-79.21,-82.651,3.441,1.043441485,13621,13354.38572,266.6142784,0,LOS
17535,19173,12622,52,12544,1051,744.544,-79.45,-81.468,2.018,1.025399622,13598,13354.38572,243.6142784,0,LOS
18207,18962,13090,56,11520,1051,748.808,-79.829,-81.798,1.969,1.024665222,13579,13354.38572,224.6142784,0,LOS
18187,19066,14131,64,43008,1021,746.68,-79.399,-81.259,1.86,1.023425988,13557,13354.38572,202.6142784,0,LOS
18216,19570,15193,60,9728,1019,744.544,-79.304,-81.532,2.228,1.028094421,13547,13354.38572,192.6142784,0,LOS
13297,16678,14752,48,6400,1051,748.776,-79.197,-81.238,2.041,1.025771178,13574,13354.38572,219.6142784,0,LOS
10073,17388,17278,40,37120,1021,746.64,-79.392,-81.227,1.835,1.02311316,13609,13354.38572,254.6142784,0,LOS
17198,18488,11688,52,62464,1019,743.48,-79.569,-81.521,1.952,1.024532167,13618,13354.38572,263.6142784,0,LOS
18086,18838,14818,48,25856,1021,749.864,-79.495,-81.96,2.465,1.03100824,13539,13354.38572,184.6142784,0,LOS
18048,19938,11265,52,48896,1051,746.68,-79.064,-82.783,3.719,1.047037843,13597,13354.38572,242.6142784,0,LOS
17031,17197,14543,44,8448,1021,744.544,-79.62,-81.91,2.29,1.028761618,13560,13354.38572,205.6142784,0,LOS
16346,18268,11749,60,29440,1051,749.864,-79.52,-81.448,1.928,1.024245473,13599,13354.38572,244.6142784,0,LOS
16316,19571,16158,48,57088,1021,747.712,-79.525,-81.514,1.989,1.025011003,13589,13354.38572,234.6142784,0,LOS
18097,19406,15046,64,9472,1051,744.544,-79.272,-81.232,1.96,1.024724997,13565,13354.38572,210.6142784,0,LOS
18207,19599,11559,60,31488,1021,749.872,-79.359,-81.153,1.794,1.022606132,13631,13354.38572,276.6142784,0,LOS
16272,18035,11756,48,45568,1051,746.672,-79.244,-81.352,2.108,1.026601383,13605,13354.38572,250.6142784,0,LOS
12099,16530,16718,48,4608,1021,744.512,-79.671,-81.306,1.635,1.020521896,13573,13354.38572,218.6142784,0,LOS
6365,18508,19605,52,17920,1051,749.832,-80.934,-82.424,1.49,1.018410063,13612,13354.38572,257.6142784,0,LOS
18589,20329,16264,64,41728,1020,746.672,-79.206,-81.23,2.024,1.02555362,13548,13354.38572,193.6142784,0,LOS
18744,19405,14130,56,59648,1051,743.488,-79.522,-81.566,2.044,1.025703579,13567,13354.38572,212.6142784,0,LOS
18669,19516,14785,64,9984,1020,748.8,-79.727,-81.87,2.143,1.026879225,13552,13354.38572,197.6142784,0,LOS
18067,18848,12450,60,28928,1051,745.608,-79.737,-81.604,1.867,1.023414475,13587,13354.38572,232.6142784,0,LOS
16571,18071,11116,44,63232,1022,747.736,-79.297,-81.331,2.034,1.025650403,13602,13354.38572,247.6142784,0,LOS
17132,18189,12350,40,11776,1020,744.552,-79.641,-81.665,2.024,1.025414046,13598,13354.38572,243.6142784,0,LOS
18144,18786,13720,52,27136,1051,749.872,-79.47,-81.807,2.337,1.029407324,13597,13354.38572,242.6142784,0,LOS
18005,18789,14680,56,42496,1020,746.672,-79.472,-81.886,2.414,1.030375478,13534,13354.38572,179.6142784,0,LOS
16729,18373,16250,52,56576,1051,743.456,-79.923,-80.181,0.258,1.003228107,13539,13354.38572,184.6142784,0,LOS
14471,18296,15691,44,6912,1020,748.776,-79.341,-81.74,2.399,1.030236574,13557,13354.38572,202.6142784,0,LOS
5587,18393,19306,48,18688,1022,745.584,-79.293,-82.747,3.454,1.043559961,13600,13354.38572,245.6142784,0,LOS
17740,19185,11003,52,31744,1021,749.872,-79.582,-81.368,1.786,1.022442261,13637,13354.38572,282.6142784,0,LOS
17993,19642,14301,60,43264,1052,746.68,-79.246,-81.014,1.768,1.022310274,13540,13354.38572,185.6142784,0,LOS
15067,19127,16190,48,7680,1052,748.776,-79.609,-81.605,1.996,1.025072542,13548,13354.38572,193.6142784,0,LOS
5704,17628,18904,44,17920,1021,745.576,-79.009,-82.618,3.609,1.04567834,13613,13354.38572,258.6142784,0,LOS
16346,17997,10506,48,47872,1021,746.68,-79.447,-81.287,1.84,1.023160094,13629,13354.38572,274.6142784,0,LOS
17658,19572,12285,60,62720,1051,743.48,-79.363,-81.254,1.891,1.023827224,13618,13354.38572,263.6142784,0,LOS
16641,18402,11390,56,14080,1021,748.8,-79.391,-81.453,2.062,1.025972717,13605,13354.38572,250.6142784,0,LOS
12737,16946,15073,40,5632,1021,748.768,-79.189,-81.164,1.975,1.024940333,13564,13354.38572,209.6142784,0,LOS
15481,16803,13662,40,24832,1020,745.608,-79.13,-81.398,2.268,1.028661696,13571,13354.38572,216.6142784,0,LOS
16585,18186,11260,48,62976,1052,747.736,-79.489,-81.41,1.921,1.024166866,13610,13354.38572,255.6142784,0,LOS
15177,16634,10037,44,14592,1021,744.552,-79.095,-82.831,3.736,1.047234338,13622,13354.38572,267.6142784,0,LOS
6854,18451,19573,52,50688,1021,747.704,-79.178,-82.614,3.436,1.043395893,13621,13354.38572,266.6142784,0,LOS
16722,19683,16036,56,8192,1052,744.544,-79.176,-81.346,2.17,1.027407295,13565,13354.38572,210.6142784,0,LOS
17318,18567,14896,48,25344,1021,749.864,-79.304,-81.819,2.515,1.031713407,13539,13354.38572,184.6142784,0,LOS
18251,19457,14754,64,42752,1052,746.672,-79.432,-81.574,2.142,1.026966462,13558,13354.38572,203.6142784,0,LOS
18152,19969,13910,56,11520,1020,748.808,-79.103,-82.884,3.781,1.04779844,13607,13354.38572,252.6142784,0,LOS
17302,18047,14088,52,25856,1021,745.608,-79.699,-81.984,2.285,1.028670372,13549,13354.38572,194.6142784,0,LOS
15289,16782,13088,48,41984,1051,742.416,-79.395,-81.361,1.966,1.024762265,13570,13354.38572,215.6142784,0,LOS
15399,16598,12230,52,59392,1021,747.744,-79.34,-81.203,1.863,1.02348122,13593,13354.38572,238.6142784,0,LOS
15226,17252,10409,48,14592,1019,744.552,-79.242,-81.007,1.765,1.022273542,13605,13354.38572,250.6142784,0,LOS
17461,18714,14738,52,58368,1051,747.736,-79.227,-81.723,2.496,1.031504411,13572,13354.38572,217.6142784,0,LOS
17746,19782,12306,56,13824,1024,744.544,-79.08,-82.907,3.827,1.048394031,13618,13354.38572,263.6142784,0,LOS
17285,17650,14572,52,57856,1020,747.736,-79.587,-81.881,2.294,1.028823803,13560,13354.38572,205.6142784,0,LOS
6539,18444,19390,52,18176,1021,745.576,-80.993,-82.548,1.555,1.01919919,13595,13354.38572,240.6142784,0,LOS
12734,16855,16926,44,4608,1021,748.768,-79.824,-81.51,1.686,1.021121467,13594,13354.38572,239.6142784,0,LOS
18227,19668,12618,60,29440,1020,745.608,-79.409,-81.153,1.744,1.021962246,13615,13354.38572,260.6142784,0,LOS
15482,17422,11566,52,12288,1052,740.288,-79.303,-81.166,1.863,1.023492176,13593,13354.38572,238.6142784,0,LOS
15576,17339,15190,48,40192,1021,746.648,-79.456,-81.682,2.226,1.028015505,13545,13354.38572,190.6142784,0,LOS
16805,18897,11188,40,64256,1020,743.488,-79.05,-81.089,2.039,1.025793801,13607,13354.38572,252.6142784,0,LOS
13851,18485,17322,48,22528,1021,749.84,-79.851,-81.81,1.959,1.024533193,13592,13354.38572,237.6142784,0,LOS
17786,18516,12923,64,44032,1020,746.68,-79.725,-81.803,2.078,1.026064597,13606,13354.38572,251.6142784,0,LOS
2862,17729,19069,60,256,1021,744.512,-79.362,-82.557,3.195,1.040258562,13637,13354.38572,282.6142784,0,LOS
16625,20255,16818,64,24064,1020,749.84,-79.16,-81.131,1.971,1.024898939,13547,13354.38572,192.6142784,0,LOS
18541,19170,13152,72,44544,1021,746.68,-79.629,-81.568,1.939,1.024350425,13595,13354.38572,240.6142784,0,LOS
4540,18094,19469,48,2048,1051,744.52,-79.255,-82.627,3.372,1.042546212,13609,13354.38572,254.6142784,0,LOS
17895,18039,14771,64,25344,1021,749.864,-79.827,-80.159,0.332,1.004158994,13554,13354.38572,199.6142784,0,LOS
5995,18993,20317,64,50176,1051,747.704,-80.927,-82.077,1.15,1.014210338,13599,13354.38572,244.6142784,0,LOS
18068,19909,12852,60,12800,1050,744.544,-79.212,-82.973,3.761,1.04748018,13590,13354.38572,235.6142784,0,LOS
3061,17104,18869,44,768,1051,740.256,-79.243,-82.498,3.255,1.041076183,13637,13354.38572,282.6142784,0,LOS
18315,19645,12086,64,30464,1020,745.608,-79.297,-81.099,1.802,1.022724693,13616,13354.38572,261.6142784,0,LOS
17212,17782,14718,48,57856,1051,743.48,-79.506,-81.883,2.377,1.029897115,13553,13354.38572,198.6142784,0,LOS
15031,19650,18246,56,22528,1020,749.84,-79.625,-81.676,2.051,1.025758242,13562,13354.38572,207.6142784,0,LOS
5141,17548,18908,48,50176,1022,747.704,-79.138,-82.686,3.548,1.044833076,13611,13354.38572,256.6142784,0,LOS
16373,17515,13514,60,9728,1020,744.544,-79.611,-81.72,2.109,1.026491314,13579,13354.38572,224.6142784,0,LOS
3222,16082,18065,40,512,1020,748.768,-79.35,-82.575,3.225,1.040642722,13623,13354.38572,268.6142784,0,LOS
18031,19581,13284,48,28416,1051,745.616,-79.489,-81.421,1.932,1.02430525,13596,13354.38572,241.6142784,0,LOS
5726,19505,20237,52,17664,1020,749.832,-80.846,-82.042,1.196,1.014793558,13625,13354.38572,270.6142784,0,LOS
16416,16815,13669,52,41472,1021,746.672,-79.324,-81.58,2.256,1.028440321,13565,13354.38572,210.6142784,0,LOS
3884,18547,19787,60,1024,1020,744.512,-79.047,-82.214,3.167,1.040064772,13636,13354.38572,281.6142784,0,LOS
15335,20447,18833,52,22272,1021,749.832,-79.348,-81.137,1.789,1.022546252,13549,13354.38572,194.6142784,0,LOS
16303,17367,13297,44,42496,1020,746.672,-79.549,-81.644,2.095,1.026335969,13578,13354.38572,223.6142784,0,LOS
15263,16528,11352,52,60928,1021,743.488,-79.218,-81.021,1.803,1.022759979,13607,13354.38572,252.6142784,0,LOS
15348,17180,15728,52,22784,1020,749.84,-79.591,-81.771,2.18,1.027390032,13573,13354.38572,218.6142784,0,LOS
18188,19157,15364,68,41984,1022,746.672,-79.529,-81.42,1.891,1.02377749,13555,13354.38572,200.6142784,0,LOS
3746,16546,18018,52,512,1020,744.512,-79.242,-82.665,3.423,1.04319679,13640,13354.38572,285.6142784,0,LOS
14923,16868,15021,52,23296,1019,749.84,-79.344,-81.511,2.167,1.027311454,13560,13354.38572,205.6142784,0,LOS
16732,17504,13051,48,43008,1020,746.68,-79.607,-81.716,2.109,1.026492645,13617,13354.38572,262.6142784,0,LOS
16991,18546,10447,52,65024,1051,743.488,-79.354,-81.207,1.853,1.02335106,13619,13354.38572,264.6142784,0,LOS
14081,19093,16887,52,23040,1020,749.84,-79.655,-81.569,1.914,1.024028623,13593,13354.38572,238.6142784,0,LOS
17178,18298,14583,44,41984,1022,746.672,-79.358,-81.856,2.498,1.031477608,13562,13354.38572,207.6142784,0,LOS
16341,17839,11298,48,62464,1020,743.48,-79.444,-81.391,1.947,1.024507829,13620,13354.38572,265.6142784,0,LOS
